1.6,0.4,4.7,5.6,4.5,6.3,2.7,5.7,6.6,0.5,0.8,1.4,3.7,5.2,3.9,4.2,2.4,2.5,6.4,1.1,-6.7,-6.4,-1.7,3.3,4.8,-0.7,0.6,3.3,5.1,4.9,5.4
5.3,5.4,4.5,4.8,5.4,6.2,3.1,6.2,5.3,8,1.9,2.7,2.6,2.9,2,0.6,2.6,4.6,-1.3,-7.6,-6.9,-4.7,-5.2,-7.3,-4.1,-3.3,1.1,-2.3
1,5.1,6.1,0.7,-0.9,-0.3,5,6.2,5.8,6.1,5.6,6.6,7.8,8.2,1.6,2.9,3.1,-1.1,0.4,4.2,9.8,11,8.8,6.9,5.6,0.9,1.8,5.3,6.6,7.9,10.3
10.4,10.6,9.3,8.7,9.2,12.4,13.8,13.6,8.6,10.3,14.3,10.6,1.9,5.9,10.1,12.1,4.6,7.4,4.8,2.3,8.4,13.6,12.4,14.2,14.2,16,13.2,13.1,13.6,10.7
5.9,1.3,5.4,8.6,12,16.4,16.5,16.9,18.1,20.5,17.3,12.7,9.3,10.2,11.4,14.3,14.3,13.3,13.7,14.3,10.6,10.9,13.2,14,15,12.7,12.6,15.1,16.4,18.3,17.3
17.2,18,18,19.4,19.6,18.8,19.2,16.8,19.9,21.2,20.1,20.8,20.2,20.9,18.8,13.3,15,15,18,20.8,22,23.5,21.9,22.5,22.3,22.4,22.1,22.1,20.7,18.6
21.9,22.4,22.3,20.9,22.2,21.9,20.3,22,18.3,16.9,16.7,16.4,17.8,17.8,16.4,18,20.3,18.6,18.9,20.7,19.8,21.4,22.9,23.6,22.9,22.9,22.5,20.6,21.3,22.2,20.8
20.9,20.3,19.9,22.1,23.1,21.6,22.6,22.8,20.4,18.9,18.4,18.1,19.6,19.2,19,18.5,19.6,19.9,20.7,19.6,20.2,16.2,14.9,18.3,15.9,17.1,18.6,18.3,16.7,19.4,18.9
19.3,16,13.4,12.7,16.4,15.1,18.7,19,18.3,19.4,16.7,16.4,18.8,16.6,16.6,17.6,17.3,19.1,12.9,15.6,16.3,16.5,17.5,16.9,13.6,14.6,13.9,15.2,17.1,14.2
15.1,13.7,13.8,12.7,10,7.8,2.8,4.6,5.5,8.8,7.8,9.8,7.3,7.3,2.7,0.5,2,5.3,6.6,10.9,11.9,10.2,7,8.4,8,7.4,7.8,10.8,8.9,7.2,2.9
3.6,5.6,6.6,7.1,6.4,9.1,7.3,4.4,0.6,4.8,1.1,-2.8,-0.7,-0.3,3.1,3.1,2.9,1.9,1.4,-1.2,4.4,5.3,2.2,2.1,1.1,-0.7,2.4,2.8,3.6,0.2
0.5,-3.2,-6.3,-6.3,3.4,2,0.8,0.6,0.8,4.6,4.8,0.9,-0.3,-1.9,5.1,5.5,3,1.3,1.7,3.5,8.3,2.8,3.1,3,1.9,-2.1,-5.9,-9.7,-6.5,-3.1,-6.6
