0.1,0,0,0,0.1,1.2,0,0,0,16.1,0.4,0,0.9,0,0,0,0,0.3,8.9,5.4,5.8,0,0.3,2.3,0.8,0,0,0,0,0.1,0
0,0,0,0,0,0,0,0,0,1.5,10.6,0.5,1.5,1.7,15.4,0,0.1,0.7,0,0,0,0,0,0,1.3,6.9,1.3,1.3
3.2,0,0,0,0,0.3,0,0.1,0.4,0.4,0.6,2.1,2.5,2.1,0,0,9,0,0,0,0,1.7,0.9,1.1,0.1,0,0,0,0,0,0.1
0,0,0.9,0.4,0.1,0,0,0,0,0,0,0.1,3.2,8.7,6.9,2.2,0,0.4,0.1,0,0,1.5,3.7,0,0,0,1.8,0.6,36,0
22.5,11.5,8.5,29.9,0,0,0,0.5,2.2,8.1,11.6,2,0.2,0,37,9.3,1.8,34.2,82.8,7.1,5.8,5.1,12.3,17.2,4.2,2.3,0.3,0.4,17.2,0.5,2.8
5.2,8.3,17,12.6,7.2,6.1,3.8,0.5,0,0,0,0,0,1.8,0.7,1.6,0,0,0,0.2,10.1,0.5,0,0,0.3,0,0.2,5.4,4.1,7.6
0.2,0.9,11.5,14,16.1,7,1.1,2,1.5,0.6,0.3,0.1,0.2,0.5,0.1,0.3,0,0.1,0,35.5,1.3,0.6,5,0,0,0,0.2,0,0,0.2,0.1
0.9,2.3,9.3,0.4,0,0,1.7,0,0,0.2,0,0,0.2,0,0.5,2.1,0,5.2,1.9,1.1,0,0,0,0,0.1,0.2,0.1,0.5,0.7,0,0
0.2,0.2,0,0.4,0,0.2,0.4,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0.5,0.1,0,0,0,0,0,0.1,10.7,2.1
