Username;Location;Nb_comments;Nb_likes;Note;Date_publication;Title;Date_experience
733sa;pittsfield, massachusetts;172;44;50;july 2 2018;must see;march 2018
cetecea;rochester, etat de new york;139;45;50;july 2 2018;breath taking;may 2018
dnshinde;pune, inde;19;1;40;july 2 2018;visit togrand canyon south rim;june 2018
shawn ann g;battle creek, michigan;18;8;50;july 2 2018;a grand view;march 2018
klausosa;honduras;24;10;50;july 1 2018;simply spectacular. bucket list;june 2018
debbie a;saint louis, missouri;15;5;40;july 1 2018;visit south rim day 2;july 2018
fixureyes81;las vegas, nevada;105;81;50;july 1 2018;spectacular;june 2018
snshendrix5;whitewater, kansas;65;30;50;june 30 2018;amazing;june 2018
ted d;new london, nc;153;81;50;june 30 2018;second visit as amazing as the first;may 2018
joonas2014;tallinn, estonie;303;127;50;june 30 2018;make it full with north;june 2018
sightingsarah;sveti martin na muri, croatie;722;205;50;june 30 2018;amazing;june 2018
beverly m;hamden;33;38;40;june 30 2018;breathtaking views;june 2018
vicki c;la vernia, texas;154;170;50;june 30 2018;a lot to take in;june 2018
brandonk850;flagstaff, arizona;1346;505;50;june 30 2018;always amazing;june 2018
soniaheidrich;greensboro, north carolina;31;6;50;june 30 2018;better than i imagined ;june 2018
thewaddy;southport, royaume uni;87;132;50;june 29 2018;walk from mather point to bright angel, most amazing view i ve ever experienced;june 2018
remarkability;cooper city, floride;112;61;50;june 29 2018;hard to review when words fail you...;june 2018
931wendyv;anvers, belgique;379;78;50;june 29 2018;really amazing;may 2018
390paigem;roland, arkansas;8;0;50;june 29 2018;start at desert view tour;june 2018
jennifer s;saint louis, missouri;3;0;50;june 29 2018;california or bust 2018;june 2018
459sheris;cherry valley, californie;68;32;50;june 28 2018;always amazed;june 2018
laurajtravels88;edimbourg, royaume uni;171;65;50;june 28 2018;just incredible...;may 2018
robert h;maryville, tennessee;206;106;50;june 28 2018;bucket list item checked off;june 2018
reginal799;moscou, russie;11;4;50;june 28 2018;amazing, what else to say;january 2018
thephiloso4;huntsville, texas;83;58;50;june 27 2018;grandchild torture test;june 2018
duncan c;mid atlantic;275;155;50;june 26 2018;the shuttles run from point to point;june 2018
cpjules;phoenix, arizona;391;239;40;june 26 2018;awesome vistas;june 2018
rogerfaulkneris1;cincinnati;21;7;40;june 26 2018;grand indeed;june 2018
x6286xskathyw;los angeles, californie;25;5;50;june 25 2018;a must see;june 2018
davidv1642tr;auckland, nouvelle zelande;257;37;50;june 25 2018;south rim   grand canyon;june 2018
jamie v;savannah, georgie;78;52;50;june 25 2018;definitely a must see must do in your lifetime;may 2018
hollyhollylala;leicester, royaume uni;7;3;50;june 25 2018;brilliant must see;june 2018
tins76;medway, royaume uni;99;44;50;june 25 2018;beautiful   but busy;june 2018
annamuller924;rock island, illinois;25;7;50;june 25 2018;amazing view;june 2018
dz7;cincinnati, ohio;388;157;50;june 25 2018;amazing;june 2018
mbarton2018;surgoinsville, tennessee;36;12;50;june 24 2018;phenomenal;june 2018
johnj965;auckland, nouvelle zelande;427;143;50;june 24 2018;of course it s excellent;june 2018
hannahsukanykuhl;waco, texas;488;145;50;june 24 2018;amazing;june 2018
weberas13;northfield, minnesota;85;54;50;june 23 2018;wonderful;june 2018
kevinpb9438ow;clearwater, floride;64;16;50;june 23 2018;best view of the grand canyon;june 2018
64beckim;sao bartolomeu de messines, portugal;139;85;50;june 23 2018;words cannot begin to describe;may 2018
deepowell;kansas city, missouri;42;10;50;june 23 2018;amazing;june 2018
barbara o;belmont, massachusetts;32;17;50;june 23 2018;a.m.a.z.i.n.g.;june 2018
leslie f;bristol, pennsylvanie;56;20;50;june 22 2018;grand wonder of the world;may 2018
pictureseer;chesham, royaume uni;200;79;40;june 22 2018;quite large;may 2018
donnam25;adelaide, australie;78;32;50;june 22 2018;wonderful full day of sightseeing;june 2018
ivy j;chennai, inde;7;12;50;june 22 2018;exhilarating views and great walk;may 2018
sg7676;bethesda, maryland;27;38;40;june 22 2018;worth visiting of course but some things to know;june 2018
thaparraman;new delhi, inde;71;15;50;june 21 2018;a grand experience at the grand canyon;may 2018
rachl143;houston, texas;140;43;50;june 21 2018;bucket list;may 2018
anoopputhanveetil;perintalmanna, inde;18;2;50;june 21 2018;a wonder worth visiting;june 2018
terry l;auckland centre, nouvelle zelande;110;33;50;june 21 2018;worth the trip.;may 2018
susan b;royaume uni;320;82;50;june 20 2018;natural wonder;june 2018
tereza k;ostrava, republique tcheque;224;117;50;june 20 2018;the best of the usa;may 2018
chakravortyprabi2018;new delhi, inde;4;0;50;june 20 2018;grand canyon;june 2018
robert b;plattsmouth, nebraska;216;33;50;june 19 2018;two days to see;june 2018
dianegtngirl;nashville, tennessee;48;52;50;june 19 2018;simply amazing;june 2018
boliskmail;crystal lake, illinois;10;15;40;june 19 2018;not what i expected. . .and yet what i expected;june 2018
johanna v;tampere, finlande;24;2;50;june 19 2018;amazing place;june 2018
vesnastepanovic;des moines, iowa;8;9;50;june 19 2018;grand canyon national park;june 2018
carlkhawaiinei;san jose, californie;98;40;50;june 19 2018;simply breathtaking;may 2018
04beau99;virginie;138;56;50;june 19 2018;another great visit;may 2018
khmead3;grand rapids, michigan;138;39;50;june 19 2018;extremely beautiful;june 2018
charlie v;santa clarita, californie;335;158;50;june 19 2018;seeing is believing;may 2018
kim s;port moody, canada;12;14;50;june 19 2018;fantastic;june 2018
gretchen121;issaquah;12;3;50;june 18 2018;wow;june 2018
402randyt;fort worth, texas;34;31;50;june 18 2018;majestic view;january 2018
lmmarley;indianapolis, indiana;25;5;50;june 18 2018;amazing every time;june 2018
pennythomas13;chandler, arizona, united states;86;26;50;june 18 2018;amazing views;june 2018
brandeinmizzou;mission hills, kansas;42;28;50;june 18 2018;amazing views and memories;june 2018
bnlslc;salt lake city;54;22;50;june 18 2018;been too long;june 2018
1ming;singapour, singapour;284;94;50;june 18 2018;truly amazing;may 2018
rahymapadron;los angeles, californie;46;11;50;june 18 2018;sunset trip;june 2018
shaeshaekw;denver, colorado;24;7;50;june 17 2018;wow;june 2018
1811027denise;auckland, nouvelle zelande;20;40;50;june 17 2018;amazing. wow.;june 2018
chuck a;denver, colorado;72;15;50;june 16 2018;great views;june 2018
indijones47;portland, maine;215;35;50;june 16 2018;wow;june 2018
ragenamelung;ironton, missouri;80;8;50;june 15 2018;beautiful;june 2018
877charles;mexico, mexique;29;27;50;june 15 2018;fantastic views and sight seeing for couples;june 2018
hotelinspectorsussex;west sussex, royaume uni;212;145;50;june 15 2018;jaw dropping â€“ totally speechless;may 2018
treys201;nevada, missouri;37;9;50;june 15 2018;breath taking but go early...;june 2018
northlakes4270;glass house mountains, australie;15;4;40;june 14 2018;beautiful;june 2018
thebuick;moore, oklahoma;138;146;50;june 13 2018;first visit omg;june 2018
2dalias;austin, texas;13;6;10;june 13 2018;broken dream;june 2018
jillianjh;jonesboro, arkansas;466;197;50;june 12 2018;it s the grandest of all;may 2018
brbe001;fenton;290;96;50;june 12 2018;bucket list of the vacation;may 2018
milliem485;santa fe, nouveau mexique;7;21;50;june 12 2018;grandeur with a family feel;june 2018
millerstime;state college, pennsylvanie;57;7;50;june 12 2018;amazing, every time.;june 2018
relevart2;california;49;73;50;june 12 2018;hike the rim trail;june 2018
ksgn;beaverton, oregon;54;16;50;june 12 2018;don t miss but be prepared;june 2018
deb4life;bakersfield, californie;254;54;40;june 11 2018;perfect timing (for me);may 2018
worldtraveler760686;calexico, californie;157;165;50;june 11 2018;south rim;may 2018
lverdouw;saint peters, missouri;216;31;50;june 11 2018;absolutely stunning;june 2018
pam c;muscle shoals, alabama;36;21;50;june 10 2018;grand;june 2018
berns;st. albert;131;73;40;june 10 2018;a bucket list place;june 2018
truth_police;bodmin, royaume uni;34;18;50;june 10 2018;a must see;june 2018
gary w;richmond, australie;446;170;40;june 9 2018;nice walk;june 2018
dov b;white plains, etat de new york;60;21;50;june 8 2018;always amazing;june 2018
linda m;avon lake, ohio;35;25;30;june 8 2018;traffic was horrific;june 2018
dish1111;dallas, texas;99;26;50;june 7 2018;a must see;june 2018
skjcarll2;millville, new jersey;3;1;50;june 7 2018;pink jeep tour;april 2018
varetiredaf;albuquerque, nouveau mexique;97;69;50;june 6 2018;wow;june 2018
1timlyn;texarkana, texas;25;7;50;june 6 2018;breathtaking views;may 2018
jimmyjackk;san marcos, californie;1736;20131;50;june 6 2018;beautiful;june 2018
e6098gtjohnb;liverpool, royaume uni;12;5;20;june 6 2018;eagle point;june 2018
bbngoc;toronto, canada;31;7;50;june 6 2018;spectacular scenery;may 2018
esami19;los angeles, californie;53;7;50;june 5 2018;spectacular;march 2018
allisonmarie001;langley, canada;19;6;50;june 5 2018;absolutely breathtaking;april 2018
barbaragwen270;sebastian, floride;1081;678;50;june 5 2018;the grand daddy of all the parks;may 2018
raquelcostaleite;porto, portugal;81;26;50;june 5 2018;magic;may 2018
willandkate_11;roseburg, oregon;122;82;40;june 5 2018;way too many people, may 24th;may 2018
520mharrison;north little rock, arkansas;6;0;50;june 5 2018;beautiful;june 2018
guitardude9587;dallas, texas;146;44;50;june 4 2018;simply amazing;may 2018
anthony p;lexington, caroline du sud;285;151;50;june 3 2018;unbelievable;may 2018
nancy k;chicago, illinois;86;29;50;june 3 2018;walk along the south rim path from bright angel lodge to the main center;may 2018
amalco2;columbia, maryland;101;35;50;june 3 2018;great experience;may 2018
kathcruz;virginie;7;3;50;june 3 2018;surreal views;may 2018
stovers1;ohio;5;6;50;june 3 2018;on our way to vegas...stop at grand canyon;may 2018
diane h;minneapolis, minnesota;3;2;50;june 3 2018;canyon explorations (canx) is amazing trip;may 2018
peter r;buderim, australie;1959;556;50;june 2 2018;fabulous views to be had;may 2018
jainmanojkumar70;hong kong, chine;30;57;50;june 2 2018;grand canyon trip;june 2018
mssftnss;newburgh, etat de new york;157;72;50;june 2 2018;love, love, love;may 2018
annacc7827rc;oak hill, virginie occidentale;113;18;50;june 2 2018;out west way out west.;june 2018
aurelierelon;hyeres, france;214;86;50;june 1 2018;breath taking, beautiful, amazing a must see ;april 2018
nofranchisesallowed;ashburn, virginie;153;76;50;june 1 2018;an american treasure, and a world gem;may 2018
newgrandma01;mid south;104;38;50;may 31 2018;it brough tears to my eyes;may 2018
sarah2009ireland;melbourne, australie;171;83;40;may 31 2018;awe inspiring;may 2018
holwal75;ellenton, floride;32;48;50;may 31 2018;mules were amazing;may 2018
steve n;new hartford, connecticut;144;54;50;may 31 2018;the most incredible natural wonder i have ever seen;may 2018
danny181090;northwich, royaume uni;51;10;50;may 30 2018;incredible;may 2018
n8turel0ver;san francisco, californie;63;46;30;may 30 2018;i can check it off my list;april 2018
t9128swjohnm;fairhope, alabama;103;43;50;may 30 2018;fabulous;may 2018
schmitty86;langhorne, pennsylvanie;111;93;50;may 30 2018;just beautiful;may 2018
mrdoody06;lossiemouth, royaume uni;228;97;50;may 29 2018;a must see;may 2018
arlettac;fairfield, californie;823;275;50;may 29 2018;nothing like it.;may 2018
jmvbam;stony brook, etat de new york;43;30;50;may 28 2018;breathtaking views;may 2018
twinkleshiningstar;macon, georgie;119;48;50;may 28 2018;just beautiful;may 2018
maryann0129;staten island, etat de new york;71;17;50;may 28 2018;breathtakingly beautiful;may 2018
333marymerri;saint louis, missouri;54;59;50;may 28 2018;south rim drive;may 2018
p p;chapel hill, caroline du nord;16;6;50;may 28 2018;cross country travel;may 2018
ronachava;new york, etat de new york;28;32;50;may 28 2018;it s grand;may 2018
jeffku7562yo;warner robins, georgie;17;4;50;may 28 2018;beautiful;may 2018
jlws2004;tampa, floride;148;98;50;may 28 2018;wonderful;may 2018
gissella g;riyadh, arabie saoudite;39;6;50;may 28 2018;spectacular;may 2018
gittamm;phoenix, arizona;43;16;50;may 28 2018;must see in life;april 2018
smittychas;north charleston, caroline du sud;101;16;50;may 28 2018;spectacular;may 2018
p2289jnjohnh;washington, district de columbia;3;0;30;may 27 2018;beautiful but too crowded;may 2018
viggenboy;ipswich, royaume uni;400;131;50;may 26 2018;simply awesome;april 2018
rvtravelphotography;salcha, alaska;342;151;50;may 26 2018;bucket list item   grand canyon from the south rim;may 2018
stu s;new york, etat de new york;28;6;50;may 26 2018;south rim of grand canyon;may 2018
garthm601;oakville, canada;337;153;50;may 26 2018;take you camera;may 2018
traveling2duo;dallas, texas;28;3;50;may 26 2018;incredible;may 2018
ufpagator;jupiter, floride;372;138;50;may 25 2018;great place to visit;april 2018
natparkgeek;pittsburgh, pennsylvanie;76;54;50;may 25 2018;i ve been here three times i love it so much;march 2018
maureen c;glasgow, royaume uni;128;115;50;may 25 2018;fantastic scenery;may 2018
kymom99;wilder, kentucky;97;46;50;may 24 2018;beautiful;may 2018
rebecca r;medaryville, indiana;73;11;50;may 24 2018;great outdoors experience;march 2018
lsugirl68;baton rouge, louisiane;15;4;50;may 24 2018;amazingly beautiful;may 2018
debbie w;dunnellon, floride;68;20;50;may 24 2018;awesome sites;may 2018
janenevill;heswall, royaume uni;94;79;50;may 23 2018;amazing amazing amazing;may 2018
w3154lbpablom;showlow, arizona;4;0;50;may 23 2018;alls well that ends well;may 2018
studio9;las vegas, nv;101;66;50;may 22 2018;definitely a spiritual experience;may 2018
knp_7;albany, etat de new york;40;38;50;may 22 2018;amazing place;may 2018
marc b;shell beach, californie;451;144;40;may 22 2018;see it once.;may 2018
mr_nobody_1979;cracovie, pologne;2257;574;50;may 22 2018;highlight of western states;april 2018
690keithr;londres, royaume uni;86;52;50;may 22 2018;very grand ;may 2018
573diannav;godfrey, illinois;164;42;50;may 22 2018;most beautiful canyon in the world;may 2018
captain j;san francisco, californie;228;131;50;may 22 2018;mind blowing number 1 place in the world for me;may 2018
lollyslook;new york, etat de new york;4766;14694;50;may 22 2018;grand canyon;may 2018
thethreetravellers;southampton, royaume uni;25;13;50;may 21 2018;wow;may 2018
windygnf;sarasota, florida;131;103;50;may 21 2018;awesome;may 2018
onewaymn;pineville, louisiane;284;64;50;may 21 2018;god s amazing creation;may 2018
lovey13;columbus, ohio;72;19;50;may 21 2018;worth it;may 2018
kathys907;grand junction, colorado, united states;262;122;50;may 20 2018;it was gray, foggy, cold, and snowing...but at least it was windy;may 2018
