date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-01-01,8.7,3.4,13.4,0,0,9,14.6,,1020.4,
2019-01-02,7.3,5.6,9,16,0,9.9,15.7,,1019,
2019-01-03,8.8,5.1,15.6,2.1,0,312.1,10,,1017.2,
2019-01-04,11,1.8,22.9,0,0,283.4,7.6,,1017.9,
2019-01-05,12.9,2.3,25.1,0,0,236.3,4.3,,1020,
2019-01-06,16.4,7.9,25.6,0,0,180.5,11.3,,1017.5,
2019-01-07,21,17.3,26.2,0,0,206.2,5.4,,1017,
2019-01-08,18.9,14,24.5,0,0,353.3,4,,1021.9,
2019-01-09,16.2,13.4,19,0,0,41.2,17.4,,1028.9,
2019-01-10,15.5,12.3,20.1,0,0,92.3,11.4,,1024.7,
2019-01-11,15.7,13.4,17.3,8.6,0,144.9,8.7,,1016.3,
2019-01-12,17.2,11.2,22.3,0,0,310.5,14,,1018.4,
2019-01-13,10.6,6.2,16.2,0,0,44.8,12.9,,1027,
2019-01-14,8.4,5.6,11.2,0,0,56.8,9.5,,1029.6,
2019-01-15,11.1,9.5,13.4,0,0,193.2,4.1,,1026.5,
2019-01-16,13.8,11.2,16.2,1.5,0,235,1.5,,1022.2,
2019-01-17,16.1,13.4,21.8,0,0,236.7,10.3,,1020.5,
2019-01-18,16.3,14,20.1,0.8,0,215.6,3.4,,1012.9,
2019-01-19,15,9.5,19.5,0,0,327.8,19.5,,1019,
2019-01-20,9.3,2.9,16.2,0,0,113.7,6.8,,1026.8,
2019-01-21,12.2,2.9,22.3,0,0,163.5,12.7,,1019.2,
2019-01-22,18.2,12.3,24,4.1,0,147.2,12.8,,1010,
2019-01-23,10.2,5.1,16.2,0,0,334.1,16.3,,1020.6,
2019-01-24,10.2,1.2,20.1,0,0,226.7,7.9,,1019.9,
2019-01-25,13.1,6.8,19,0,0,69.1,9.2,,1023.8,
2019-01-26,14.8,10.1,19.5,0.3,0,74.8,8.2,,1021.1,
